English,Korean
sweet,"달콤한, 사랑스러운, 사탕, 맛좋은, 기분좋은"
desk,"책상, 데스크, 창구, 자리, 탁자"
criteria,"기준, 평가, 준거, 조건, 자격"
pubmed,"(주로, 영·비격식), 퍼브, 대중적, 술집, 선술집(public, house)"
dave,"남자, 이름"
massachusetts,"매사추세츠, 메사츄세츠"
diego,"남자, 이름"
hong,"창고·공장, 등을, 이루는, 일군의, 건물, 상관, 양행"
vice,"대리의, 악"
ne,"본래의, 이름은, northeast, neon"
truck,"트럭, 화물차"
behavior,"행동, 행위, 행태, 태도, 습성"
enlarge,"확대하다, 확장하다, 늘리다, 상세하게, 설명하다"
ray,"광선, 빛, 가오리"
frequently,"자주, 종종, 흔히, 잦은, …하는, 경우가, 많다"
changing,"…을, 바꾸다, 변화시키다, 잔돈으로, 바꾸다, 변하다, 자리를, 바꾸다"
votes,"(보통, a, vote), 투표, 투표, 용지, (보통, the, vote), 선거권(suffrage), 투표를, 하다, (비격식), (I를, 주어로, 하여), 의견을, 내놓다"
du,"…출신의, 열화, 우라늄, Duke, Dutch"
duty,"의무, 관세, 직무, 임무, 세금"
looked,"(눈으로), 찾다, 기울다, (…처럼), 보이다, …답게, 보이다, …을, 찾아내려고, 하다"
discussions,"토론, (비격식)(익살), 상미(賞味), 논의, 토의, 평의"
bear,"곰, 참다, 맺다, 부담하다"
gain,"얻다, 이익, 증가하다, 획득하다, 달성하다"
festival,"축제, 페스티벌, 행사, …제"
ocean,"바다, 해양, 대양"
flights,"떼지어, 날다, 날기, (새·곤충·비행기·화살, 등의), 날고, 있는, 한, 떼(cf., FLOCK¹, ), 비행기, 여행, 쏘다"
experts,"…을, 전문으로, 하다, 전문(가)이다, 숙련가, 사격, 기술의, 특급(사수), 숙련된(skilled)"
signs,"부호, 신호, 표지, 서명하다, …을, 몸짓으로, 알리다"
lack,"부족, …이, 없다, 결핍, 부재, 모자라다"
depth,"깊이, 심도, 수심, 정밀"
iowa,아이오와
whatever,"무엇이든, 어떻든, 간에"
logged,"물에, 젖어, 무거워진, 질척질척한, 질퍽질퍽한"
laptop,"노트북, 휴대용, 컴퓨터, 랩톱의"
vintage,"포도주, …년식, 오래됨"
train,"열차, 훈련하다, 기차, 교육하다, 양성하다"
exactly,"정확히, 바로, 그렇소, 딱, 확실히"
dry,"건조한, 마른, 말린, 드라이, 건성의"
explore,"탐구하다, 탐험하다, 연구하다, 개척하다"
maryland,"메릴랜드, 매릴랜드"
spa,"스파, 온천, 사우나, 광천, 호텔"
concept,"개념, 콘셉트, 생각, 정신, 의미"
nearly,"거의, 가까이"
eligible,"자격이, 있는, 가능한, 권한이, 있는"
checkout,"보다, 확인하다, 조사하다, 퇴실하다, 빌리다"
reality,"현실, 실제, 리얼리티, 사실"
forgot,"잊었다, 까먹었다, 두고, 갔다, forget의, 과거·과거, 분사형"
origin,"기원, 태생, 유래, 원인, 시작"
knew,"know의, 과거형"
gaming,"도박의, 도박하기, 도박"
feeds,"음식을, 주다, (미), feed, A, to, B／(영), feed, B, onwithA／feed, B, A, 기르다, 물을, 공급하다, 먹이를, 먹다, 먹이로, 하다"
billion,"10억, 막대한, 수"
scotland,스코틀랜드
faster,"더, 빨리"
intelligence,"지능, 정보, 지성, 지적, 첩보"
dallas,"댈러스, 미국, 텍사스주의, 도시"
bought,"샀다, 구입했다, 장만했다"
con,"반대, 반대론, 사기치다, 콘, 조사"
ups,"United, Parcel, Service(미국의, 택배편회사)"
nations,"(집합적으로, 단수, 취급), 국민(people), 국가, 민족, 북미, 인디언의, 부족, (연합), 나라"
followed,"(시간·차례에서), …의, 다음에, 오다, 뒤를, 잇다, (지위가), …의, 다음이다, (시간·차례에서), 뒤따르다, (문장·말, 등에서), 아래와, 같이, 기술되다"
specifications,"제품, 설계, 명세서"
broken,"고장난, 부러진, 깨진, 부서진, 어긴"
tripadvisor,
frank,"프랭크, 솔직한, 터놓은"
alaska,알래스카
zoom,"급상승, 줌, 렌즈, 폭음을, 내며, 급상승하다"
blow,"불다, 타격, 울리다"
battle,"전투, 싸움, 전쟁, 투쟁, 대결"
residential,"주거의, 주택의, 거주의"
anime,"방향성, 수지, 일본, 애니메이션, animato"
speak,"말하다, 사용하다, 이야기하다, 연설하다, 강연하다"
decisions,"(문제·의문점, 등의), 결정, 판결, 결심, (권투에서), 판정승, 결말"
industries,"(일반적으로), 산업, (집합적), (회사·공장의), 경영자, 조직적, 작업, (격식), 근면, (단수형), (경멸), (특정, 작가·문제에, 관한), 연구(산업)"
protocol,"의례, 프로토콜, 원안"
query,"질문하다, 의문, 질문"
clip,"동영상, 클립, 집게, 탄창, 속도"
editorial,"사설, 편집의"
nt,"niton, National, Theatre, National, Trust"
expression,"표현, 표정, 표시, 표현법, 말"
es,"s의, 별형, 복수형을, 만듦, 아인시타이늄(einsteinium)"
equity,"자산, 형평, 주식, 지분, 에쿼티"
provisions,"식량, 비상식량"
wire,"전선, 철조망, 배선하다, 전화, 도청"
principles,"원리, (principles), 주의, (보통, principles), 절조, (물건의), 결정적, 특질, 소(素)"
suggestions,"제안하기, 제안, (제안된), 생각, 기색, 연상"
rural,"농업의, 시골의, 지방의, 전원의"
shared,공유의
sounds,"소리, 잡음, 언어음(音), 소리를, 내다, 인상을, 주다"
tape,"테이프, 붙이다, 줄자, 녹음하다, 녹화하다"
strategic,"전략적인, 중요한"
judge,"판사, 판단하다, 심판하다, 비난하다, 평가하다"
spam,"스팸메일, 스팸, 한번에, 다수의, 상대에게, 이메일로, 보내다"
economics,"경제, 경제학"
acid,"산, 신, 신랄한, LSD"
bytes,"바이트, 작동하다, 1바이트는, 8, bits"
cent,"센트, 돈"
forced,"강제적인, 해야, 하는, 강요된, 어쩔, 수, 없는"
compatible,"양립, 조화하는, 맞다, 호환되는, 공존"
fight,"싸우다, 싸움, 맞서다, 전투, 이기다"
apartment,아파트
height,"높이, 키, 성장, 정점, 고도"
null,"영, 널, 없는, 무효의"
zero,"0, 제로, 없음"
speaker,"화자, 연설자, 스피커, 의장, 언어, 사용자"
filed,"(서류·편지, 등의), 파일, (정보를, 기록한), 필름, 파일(특히, 정부, 내의, 특정, 주제와, 관련된, 문제들, 혹은, 책무들), 파일에, 철하다, (전송하기, 위해), 정리하다"
gb,"Great, Britain, games, behind, 게임차, goofball"
netherlands,"네덜란드, Holland의, 공식명"
obtain,"얻다, 취득하다, 획득하다, 입수하다, 달성하다"
bc,기원전
consulting,"상담역의, 자문의, 고문의"
recreation,"레크리에이션, 휴양, 오락"
offices,"((영)에서, 종종, offices), (the, office), (집합적·단수, 취급), 전(全), 직원, (책임·권력을, 수반하는), 지위, 직무, (종종, offices), (격식), 알선"
designer,"디자이너, 설계자"
remain,"남다, 머무르다, 잔존하다, 살아남다, 체류하다"
managed,"…을, 이럭저럭, 해내다, 경영하다, 다루다, (주로, 구어), 이럭저럭, 해나가다, 돌보다"
pr,홍보
failed,"실패한, 결함이, 있는, 파산한"
marriage,"결혼, 혼인, 부부, 관계"
roll,"롤, 굴리다, 구르다, 말다, 회전하다"
korea,"한국, 대한민국"
banks,뱅크스
fr,"francium, Father, France"
participants,"참가자, 관여하는, 관계자, 한몫, 끼는, 협력자"
secret,"비밀, 비결, 숨겨진, 몰래"
bath,"목욕, 욕실, 욕조, 목욕물"
aa,"더블에이전지, AA, 사이즈"
kelly,"켈리, 캘리"
leads,"예비, 고객, 명단"
negative,"부정의, 음성의, 네거티브, 마이너스의, 반대의"
austin,"오스틴, 남자, 이름, 미국, Texas주의, 주도"
favorites,"(한정적), 마음에, 드는, 아주, 좋아하는, 가장, 자신, 있는, 좋아하는, 물건, (the, favorite), 우승, 후보"
toronto,토론토
theater,"극장, 연극, 영화관, 현장"
springs,"스프링스, 한때, 석탄, 후에, 금"
missouri,"미주리, 미국, 중부의, 주, 미주리, 강"
andrew,"남자, 이름, 예수의, 12사도, 중, 한, 사람, 안드레아"
var,"무효, 전력의, 단위, 프랑스, 남동부의, 주, variable"
perform,"수행하다, 공연하다, 연주하다, 행하다, 작동하다"
healthy,"건강한, 건강에, 좋은, 건전한, 위생적인, 유익한"
estimates,"견적을, 내다, 견적서를, 작성하다, …을, 어림잡다, 판단하다(judge), 견적(액)"
font,"폰트, 세례반, 성수반"
assets,"유용한, 것, 자산의, 한, 항목, 정보, 제공자, 가치, 있는, 것, (하나의), 재산"
mt,"산(Mount), megaton, Mountain, time"
joseph,"요셉, 남자, 이름, 승마용, 여성, 망토"
ministry,"정부의, 부서, 장관의, 직무, 목사의, 직무"
drivers,"운전하는, 사람, 모는, 사람, 드라이버, 동륜(動輪), 1번, 우드의, 클럽"
lawyer,"변호사, 변호인, 법률가, 법조인"
figures,"모습, (세간에, 이목을, 끄는), 인물, 모양, …을, 숫자로, 나타내다, …을, 장식하다"
married,"결혼한, 기혼의, 부부, 유부남"
protected,"보호하다, 보존에, 쓰이다, 지급, 자금을, 준비하다, 보호, 장치를, 달다"
sharing,"공유, 나눔, 함께, 분배, 나누기"
philadelphia,"필라델피아, 미국, 펜실바니아주의, 도시"
portal,"포털, 대문, 통로"
birthday,"생일, 생신, 탄생, 창립기념일"
beta,"베타, 그리스어, 알파벳의, 둘째, 자, 베타, 방식"
fail,"실패, 실패하다, 못하다, 없다, 낙제하다"
gratis,"무료의, 무료로, 공짜로"
banking,"은행의, 금융, 뱅킹, 바탕"
officials,"(정부의), 공무원, 심판원, 종교, 재판소, 판사(official, principal), 공무상의, (당국에서), 공인된"
brian,"남자, 이름"
toward,"…에, 대한, 향해서, …쪽으로, 무렵"
won,"원, 이겼다, 얻었다, 수상했다, 달성했다"
slightly,"약간, 조금, 가볍게"
assist,"보조, 돕다, 지원하다, 어시스트, 원조하다"
conduct,"실시하다, 수행하다, 행위, 지휘하다, 실행하다"
contained,"침착한, 억제하는, 조심스러운"
lingerie,"란제리, 리넨, 제품, 속옷류"
shemale,"여성화된, 남자, 여장, 남자"
calling,"부르다, 전화하다, 요구하다, 소명, 직업"
parameters,"파라미터, 모수(母數), 매개, 변수, (보통, parameters), 규정, 요인, 모집단, 특성값"
jazz,"재즈, 활기를, 불어넣는"
serving,"음식, 시중, 봉사하기, 1인분"
bags,"다량, 다수, 차지하다"
profiles,"(물체의), 측면, 외형, 종단면, …의, 윤곽을, 그리다, …의, 개략을, 쓰다"
miami,"마이애미족, 마이애미, 피한지"
comics,"희극의, 익살스러운, 희극, 배우, (구어), 만화, 잡지, (comics), 연속, 만화(comic, strips)"
matters,"(물체를, 구성하는), 물질, (생체에서의), 배설물, (연설·책·논문, 등의), 내용, (보통, it을, 주어로, 하여,, 주로, 의문문·부정문에, 써서), 중요하다, 고름이, 나오다"
houses,"피난하다, 살다, 집, 가정, (종종, House), (명문의), 가계"
doc,"doctor, 선생님, 다큐멘터리, document"
postal,"우편의, 우체국의"
relationships,"관계, 친척, 관계, (비격식), 연애관계, 사이, 관련"
tennessee,"테네시, 미국, 남동부의, 주., (약어)Tenn., TN, 테네시, 주"
wear,"입다, 닳다, 옷, 착용하다, 쓰다"
controls,"지배하다, (다른, 실험이나, 표준과), 대조하다, 지배(력,, 권), (보통, controls), 법적, 규제, (과학, 실험에서, 소견, 비교용의), 대조, 표준"
breaking,"고장, 브레이킹, 파괴, 붕괴, 단절"
combined,"결합한, 통합, 합친, 연합의, 전체"
ultimate,"궁극적인, 최종의, 최고의, 근본적인"
wales,웨일스
frequency,"주파수, 빈도, 진동, 도수"
introduced,"대면시키다, 처음으로, 내놓다, 초보, 단계를, 가르치다, 창안하다, 꺼내다"
minor,"소수의, 미성년자, 사소한, 단조, 중요하지, 않은"
finish,"마치다, 끝나다, 끝, 졸업하다, 다, 읽다"
departments,"(전체의), 일부, (보통, Department), (미국, 연방, 정부·영국, 정부의), 부(部), 학부(學部), (프랑스, 등의, 최대의, 행정, 구획인), 주(州), (비격식), (활동·지식·책임, 등의), 부문"
residents,"거주자, 외국, 주재, 외교관, (미), (인턴, 종료, 후, 병원, 구내에, 거주하며, 일하는), 레지던트, 거주하고, 있는, 갖추어져, 있는"
noted,"유명한, 저명한, 현저한"
displayed,"날개와, 다리를, 편, 모양의"
mom,"엄마, 어머니, middle, of, month"
reduced,"줄인, 줄어든, 감소한, 낮아진, 감축"
physics,물리학
rare,"드문, 희귀한, 매우, 흔치않은, 희유한"
spent,"보냈다, 지출했다, 낭비된, 다, 써버린"
performed,"행하다, 상연하다, 하다, (well, 등의, 부사와, 함께), 잘, 달리다, 재주부리다"
extreme,"극단적인, 극심한, 극도의, 지나친, 과격한"
samples,"견본의, …의, 견본을, 만들다, 표본의, …의, 품질을, 견본으로, 시험하다, …을, 시식하다"
davis,"남자, 이름, 데이비스, Bet·te"
daniel,"다니엘, 다니엘서, 명재판관"
bars,"(격식), …을, 제외하고(except), (문짝, 등의), 빗장, 막대기, 모양의, 것, (강어귀·항구의), 모래톱, …에, 빗장을, 지르다"
reviewed,"비평을, 쓰다, (신간, 서적·연극, 등의), 평론, 재조사, (미), 복습, …을, 정밀, 검사하다"
row,"줄, 열, 분쟁, 논란, 노젓기"
oz,"ounce, Australia, 오즈의, 마법사, 소설, 속의, 나라"
removed,"동떨어진, 격리된, 다른"
helps,"거들다(assist), 도와서, 되게, 하다, 돕다, 도움이, 되다, 음식을, 차리다"
singles,"단타를, 날리다, 혼자서, 단독으로, 따로따로, (한정적), 단, 하나의"
administrator,"관리자, 행정관, 관계자"
cycle,"주기, 사이클, 자전거, 고리, 순환하다"
amounts,"양, (the, amount), 총계,, 총액,, 총수,, 합계(total), (대출금의), 원리, 합계, 결국, 되다, 합계가, 달하다"
contain,"포함하다, 함유하다, 들어있다, 담다, 담고, 있다"
accuracy,"정확도, 정확, 면밀"
dual,"이중의, 이원적인, 양수"
rise,"상승하다, 증가하다, 오르다, 일어나다, 높아지다"
usd,"United, States, dollar"
sleep,"자다, 수면, 잠, 잠자리, 재우다"
mg,"milligram, magnesium, machine, gun"
bird,"새, 조류"
pharmacy,"약국, 약학, 의약, 약품, 제약학"
brazil,브라질
creation,"창조, 탄생, 창작, 제작, 창출"
static,"정적인, 정전기, 정지된, 잡음, 전파, 방해"
scene,"장면, 현장, 상황, ~계, 무대"
hunter,"사냥꾼, 헌터, 추구하는, 사람"
addresses,"(의식, 등에서의), 인사말, (우편물, 등의), 주소, (데이터의, 기억된, 장소를, 나타내는), 어드레스, (정중하게), 말을, 걸다, 말을, 걸다"
lady,"여성, 숙녀, 부인, 아가씨, 레이디"
crystal,"수정, 크리스털, 결정체, 맑은, 명확한"
famous,"유명한, 잘, 알려진, 멋진, 명성이, 있는, 고급의"
writer,"작가, 저자, 기자, 작곡가"
chairman,"의장, 회장, 사회자"
violence,"폭력, 범죄, 분쟁, 테러, 공격"
fans,"부채, 부채, 모양의, 물건(새의, 꽁지깃,, 풍차·프로펠러의, 날개, 등), (곡식을, 까부르는), 키, (부채, 등으로), 일으키다, …을, 어루만지다"
